amount,account_age_days,previous_orders,failed_payments,new_device,transactions_last_hour,location_changed,delivery_completed,chargeback
23.65,229,4,2,0,4,0,1,0
3777.56,96,5,0,0,4,0,1,0
638.82,205,7,3,0,2,1,1,0
492.02,178,1,1,1,2,0,1,0
736.24,32,10,0,0,0,1,1,0
701.6,130,6,1,1,3,0,1,0
2022.86,58,6,0,0,4,0,0,0
230.57,147,7,1,0,1,0,1,0
373.26,241,4,0,0,4,0,1,0
1545.59,15,4,1,0,2,0,1,0
2044.57,130,7,0,0,3,0,1,0
2082.95,173,4,0,0,1,0,1,0
499.18,63,5,1,0,0,0,0,0
412.29,550,2,1,0,3,0,1,0
660.74,132,5,1,0,3,0,1,0
1393.92,36,5,0,0,2,0,1,0
4843.91,20,5,0,0,1,1,0,0
141.54,140,2,0,0,3,0,1,0
879.43,84,7,1,0,5,0,1,0
289.26,38,3,1,1,1,0,0,0
210.14,5,4,1,0,2,1,1,1
2884.07,150,4,2,1,1,0,1,0
1890.55,164,9,1,0,3,0,0,0
1718.89,27,9,1,0,1,1,1,0
2754.6,165,3,2,0,2,0,1,0
678.77,546,4,1,0,2,0,1,0
711.49,689,6,0,0,0,0,1,0
9756.91,394,7,0,1,1,0,1,1
856.99,296,7,0,0,3,1,0,0
2287.31,42,8,1,1,0,0,1,0
1103.65,30,4,3,0,3,0,1,0
172.73,105,5,0,0,2,0,1,0
141.94,173,2,0,0,3,0,1,0
614.63,342,0,0,0,1,1,1,0
3152.97,47,5,0,0,1,0,1,0
2412.19,117,4,0,1,0,0,1,0
2735.52,187,3,2,0,0,0,1,0
408.69,106,6,0,0,1,0,1,0
5518.56,108,5,2,0,4,0,1,0
417.84,45,4,2,0,5,0,1,0
1356.72,777,2,2,0,5,0,1,0
1085.34,116,0,0,0,2,0,1,0
921.61,136,2,2,0,2,1,1,0
4182.2,44,6,1,0,3,0,1,0
541.8,129,3,0,0,2,0,1,0
284.4,53,2,2,0,2,1,1,0
1118.78,40,4,2,1,2,0,1,0
735.22,58,5,1,0,1,0,1,0
32124.78,1,5,1,1,2,0,1,0
2157.07,151,4,1,0,4,0,1,0
728.26,88,8,2,0,2,0,1,0
381.42,412,2,1,0,1,0,1,0
167.29,7,5,2,1,0,0,1,0
393.38,7,5,0,0,0,0,1,0
1230.21,390,2,0,0,3,0,1,0
4570.27,24,5,0,1,2,0,1,0
3366.7,1,6,1,0,4,1,1,0
1378.97,35,4,0,0,2,0,1,0
793.8,312,4,1,1,1,0,1,0
1434.85,292,2,2,1,4,0,1,0
652.86,74,7,0,1,4,0,1,0
6114.17,198,5,3,0,1,0,1,0
907.61,127,3,0,0,0,0,1,0
1005.92,423,6,0,0,3,1,1,0
119.6,10,6,0,0,0,0,1,0
901.96,301,4,0,0,2,0,1,0
2531.29,33,0,3,0,2,0,0,0
377.01,89,5,2,0,2,0,1,0
517.64,38,5,0,0,2,0,1,0
2422.88,218,5,0,0,2,1,1,0
250.47,204,6,1,0,1,0,1,0
3158.34,142,4,1,1,4,0,1,0
644.1,215,2,3,0,4,0,1,0
743.55,183,3,1,1,0,0,1,0
356.42,269,7,0,0,0,0,0,0
1600.46,49,6,0,0,3,0,1,0
12834.24,100,5,2,0,0,0,1,0
2395.86,29,5,1,0,2,0,1,0
462.07,101,5,1,0,1,0,1,0
3413.93,217,4,0,0,3,0,1,0
798.97,211,8,2,0,3,0,1,0
4335.04,222,5,1,0,0,0,1,0
2456.95,66,5,1,0,4,0,1,0
57.79,195,5,2,0,3,0,1,0
401.79,82,1,1,0,4,0,1,0
2819.7,520,3,1,0,3,0,1,0
1276.22,75,4,0,0,2,1,1,0
393.96,166,7,0,0,0,0,1,0
581.97,249,6,0,1,1,0,1,0
163.0,426,4,2,0,1,0,1,0
1003.88,103,4,1,1,1,0,1,0
10003.49,80,5,2,0,3,0,1,0
2452.67,101,5,2,0,1,1,1,0
9802.74,70,6,3,0,0,0,0,0
2650.22,190,5,1,1,4,1,0,0
3064.01,485,5,1,0,2,1,1,0
7895.74,24,7,3,1,2,0,1,0
1599.21,148,4,1,0,2,0,1,0
909.39,410,4,1,0,3,0,1,0
3079.92,18,7,1,0,2,1,1,0
4693.06,122,4,2,0,1,0,1,0
678.6,360,6,2,0,1,0,1,0
532.95,415,6,1,0,1,0,1,0
1259.99,130,4,1,0,0,0,1,0
2518.7,4,11,0,0,5,0,0,1
2435.95,20,4,1,0,3,1,1,0
263.97,159,5,1,0,2,0,1,0
7417.56,23,4,0,0,1,0,1,0
577.57,29,8,2,0,4,0,1,0
841.29,266,3,2,0,4,0,0,0
444.68,250,2,1,0,4,1,1,0
16290.36,333,2,1,1,2,1,1,0
1396.98,20,2,2,0,3,0,1,0
468.26,39,7,0,0,1,0,1,0
2601.71,322,6,0,0,4,0,1,0
2366.43,229,10,2,0,1,0,1,0
908.93,295,4,2,0,2,0,1,0
2541.75,824,8,0,0,2,0,1,0
480.44,359,7,1,1,3,0,1,0
669.87,132,4,2,0,1,0,0,0
146.9,66,2,2,0,0,0,1,0
291.79,151,6,0,0,4,0,0,0
6685.06,183,4,0,1,1,0,0,0
5661.41,73,4,0,1,1,0,1,0
1171.21,265,6,0,1,3,0,1,0
5784.47,17,4,0,0,1,0,1,0
934.42,272,6,4,0,3,0,1,0
859.71,5,4,1,0,2,0,1,0
1160.39,124,5,0,0,0,0,1,0
967.85,355,5,3,0,0,0,1,0
884.31,16,4,1,0,3,0,1,0
3440.59,131,3,1,0,0,0,1,0
1274.28,31,5,0,0,4,0,1,0
2236.08,405,3,1,0,3,0,1,0
3075.99,321,5,1,0,2,1,1,0
1616.77,489,4,2,0,2,0,1,0
415.6,374,1,2,0,1,1,1,0
283.48,240,9,1,0,1,1,1,0
1272.55,36,5,0,0,0,0,1,0
924.03,64,3,1,0,3,0,1,0
1196.78,123,7,1,1,2,0,1,0
1079.17,160,5,0,1,2,0,1,0
14524.23,274,3,0,0,3,1,0,0
289.97,46,6,0,0,1,0,1,0
149.91,24,4,2,0,3,0,1,0
1529.01,118,4,0,0,3,0,1,0
752.63,30,5,0,0,3,0,1,0
1504.28,212,4,0,0,0,1,1,0
1966.25,154,2,1,0,2,0,1,0
3960.42,243,1,1,0,0,0,1,0
242.93,11,3,2,0,1,0,1,0
628.47,601,2,3,0,2,0,1,0
1683.72,1,6,1,1,3,1,1,1
2369.57,70,3,1,0,3,0,1,0
9832.51,204,2,3,1,0,0,1,1
2851.8,8,2,1,0,1,0,1,0
1036.09,15,5,0,0,1,0,1,0
450.14,14,2,0,0,3,0,1,0
623.73,156,7,2,1,3,1,0,0
606.25,407,4,0,0,1,0,1,0
2111.67,145,6,0,0,3,0,1,0
1417.99,166,2,0,0,3,0,0,0
291.88,76,6,0,0,1,0,1,0
709.17,3,11,1,0,3,0,1,0
2637.4,3,8,2,0,3,0,0,0
1558.79,394,4,1,0,0,0,1,0
1936.51,19,4,0,0,3,0,1,0
1608.28,1523,4,1,0,3,0,1,0
5577.14,32,9,3,0,5,0,1,0
1388.59,202,4,1,0,1,0,1,0
745.44,535,8,1,0,2,0,1,0
438.89,80,5,1,0,3,0,1,0
1407.56,238,4,0,0,3,1,1,0
95.52,77,3,0,1,2,1,1,0
912.06,65,4,2,0,3,0,1,0
892.62,40,6,2,0,1,0,1,0
280.21,309,4,0,0,3,0,1,0
433.43,53,6,2,0,0,0,1,0
2464.29,59,6,0,0,1,0,1,0
1381.21,1238,5,0,0,3,0,1,0
1214.14,71,5,2,0,1,0,1,0
1489.73,98,8,0,0,2,1,1,0
1203.06,829,6,1,0,1,0,1,0
3800.4,82,6,0,0,0,0,1,0
1240.7,82,4,0,0,1,0,1,0
255.13,316,6,0,1,3,0,1,0
5597.81,67,0,1,1,2,1,1,1
1588.17,47,3,0,0,3,1,1,0
608.35,99,5,0,0,3,1,1,0
313.12,217,6,1,0,1,0,0,0
1629.31,7,7,1,0,1,1,1,0
975.38,84,3,0,0,2,0,1,0
5293.03,76,5,2,0,3,0,1,0
775.95,50,9,2,0,2,0,1,0
474.67,191,4,0,0,4,0,1,0
2685.97,61,3,0,1,1,0,1,0
2766.34,167,7,0,0,5,0,1,0
1298.09,126,5,0,0,0,0,0,0
2156.75,44,3,2,0,0,0,1,0
1056.07,55,4,2,1,0,0,1,0
1385.57,33,4,5,0,5,1,1,0
3515.69,10,4,1,0,0,1,0,0
2049.43,173,5,1,0,3,0,1,0
925.86,201,3,1,0,0,0,1,0
4240.19,32,2,1,0,0,0,1,0
103.04,171,5,0,0,1,0,0,0
8536.22,723,7,3,1,1,0,1,0
199.15,13,5,1,0,0,0,0,0
585.76,121,4,1,0,0,0,1,0
1052.67,237,5,2,0,4,0,1,0
947.21,8,6,0,0,4,0,1,0
3000.13,271,4,1,0,1,1,1,0
380.76,699,6,2,0,3,0,1,0
1423.35,16,2,0,0,1,0,1,0
615.1,310,2,1,0,1,0,1,0
1473.12,85,6,0,0,1,1,0,0
1027.85,28,4,3,1,3,0,1,0
1203.44,122,6,1,1,0,0,1,0
632.75,13,6,1,1,1,0,0,0
658.48,132,3,3,0,3,1,1,0
1461.58,3,7,2,0,0,0,1,0
2817.81,234,8,2,0,3,0,1,0
602.88,120,5,0,1,3,0,1,0
460.0,110,7,0,0,3,0,1,0
2025.27,39,3,0,0,4,0,1,0
1061.56,80,2,1,0,2,1,1,0
2516.18,36,5,2,0,1,0,1,0
443.28,239,6,2,0,2,0,1,0
185.04,39,9,2,0,2,0,1,0
643.55,172,5,1,0,4,0,1,0
509.61,59,4,0,0,1,0,1,0
1013.55,192,3,2,0,4,0,1,0
580.07,139,5,0,1,2,0,1,0
2300.81,99,4,0,1,0,0,1,0
822.09,201,3,1,0,3,1,0,0
1274.71,96,5,0,0,1,0,1,0
1283.87,310,4,1,0,1,1,0,0
1332.69,235,2,0,0,2,0,1,0
1070.49,140,5,2,0,0,1,1,0
1827.31,377,1,2,0,3,0,1,0
494.89,317,2,0,0,1,0,1,0
4444.48,136,8,1,0,2,0,0,0
865.63,12,3,1,0,0,0,1,0
295.44,150,6,0,0,1,0,1,0
1323.55,79,4,0,0,3,0,1,0
468.16,139,3,1,0,3,1,1,0
2133.11,187,4,0,0,1,1,1,0
9992.65,186,4,0,0,2,0,1,0
499.41,201,6,2,0,1,1,1,0
1529.0,204,4,1,0,3,0,1,0
189.52,20,4,3,0,0,0,1,0
1726.59,38,5,0,0,0,0,1,0
452.27,179,2,2,0,5,0,1,0
587.08,94,6,0,0,2,0,1,0
364.57,259,5,2,1,1,0,1,0
2280.5,24,7,1,0,2,0,1,0
3002.81,38,5,0,0,3,1,1,0
1122.58,147,3,3,0,3,0,1,0
462.0,125,3,0,0,2,0,1,0
5375.05,55,5,1,0,1,0,0,0
517.8,94,4,0,0,3,0,1,0
126.21,6,5,2,0,2,0,1,0
1734.35,6,4,1,0,2,0,1,0
363.3,17,1,1,0,1,0,1,0
2947.19,154,7,3,0,0,0,1,0
749.09,358,8,2,0,3,0,1,0
2005.63,54,4,1,1,0,0,1,0
4453.74,6,6,2,0,5,0,0,0
327.39,221,6,0,0,2,0,1,0
622.7,348,4,1,0,4,0,0,0
1016.71,26,3,1,0,1,0,1,0
5102.83,87,4,2,0,1,0,1,0
567.71,31,5,1,1,0,0,1,0
605.16,20,7,0,0,1,0,1,0
1768.95,188,3,0,0,1,0,1,0
615.71,616,9,4,0,2,0,1,0
1277.33,204,1,0,0,2,0,1,0
232.4,753,3,0,0,4,0,0,0
10039.98,102,4,1,0,0,0,1,0
284.94,410,8,0,0,0,0,1,0
794.92,41,9,1,0,1,0,1,0
1061.59,22,3,1,0,1,1,1,0
7425.6,218,4,0,0,0,1,1,0
291.53,83,6,3,0,2,1,1,0
7972.11,68,5,0,0,2,1,1,0
2338.29,200,5,4,0,1,0,1,0
1664.19,73,3,3,1,0,0,1,0
409.68,152,4,0,0,3,1,1,0
1941.35,64,7,1,1,5,0,1,0
531.93,275,7,0,0,2,0,1,0
3891.93,67,5,3,0,1,0,1,0
415.27,137,6,0,0,3,0,1,0
979.3,4,5,0,1,1,1,1,1
629.37,282,5,1,0,2,0,1,0
408.49,174,6,0,0,2,0,1,0
2301.51,38,9,1,0,0,1,1,0
1873.3,43,4,2,1,1,0,1,0
3673.9,54,6,1,1,4,0,1,0
184.96,154,8,2,0,2,0,1,0
3178.52,143,6,2,1,0,0,1,0
13432.72,57,4,0,0,1,0,1,0
698.1,213,5,1,1,1,0,1,0
7296.49,395,2,0,0,3,0,1,0
842.89,8,7,0,1,6,0,1,0
277.99,97,3,0,1,0,0,0,0
807.84,162,3,0,0,2,0,1,0
3128.17,158,6,1,0,1,0,1,0
474.29,3,8,0,0,0,0,0,0
601.64,42,5,1,1,2,0,1,0
1985.33,11,6,4,0,1,0,1,0
1099.99,151,7,0,0,1,0,1,0
1967.7,186,3,1,0,1,0,1,0
1391.07,31,9,1,1,2,1,1,0
1771.58,72,6,1,0,1,0,1,0
711.73,72,7,1,1,2,0,1,0
1382.61,308,9,0,0,2,0,1,0
433.82,38,10,0,0,0,1,1,0
3977.6,143,5,5,0,2,0,0,0
581.57,274,6,3,0,2,0,1,0
3390.89,318,8,0,0,1,0,1,0
868.17,197,3,0,0,1,1,1,0
1342.11,64,5,3,0,2,0,1,0
668.5,311,3,0,0,0,0,1,0
397.03,243,6,1,0,4,1,1,0
191.57,219,2,0,0,3,0,1,0
381.72,12,5,0,0,2,0,1,0
793.21,7,4,0,0,0,0,0,0
1355.44,213,5,1,1,1,0,1,0
3012.06,521,9,0,0,2,0,1,0
702.22,267,6,1,0,4,0,1,0
453.97,320,1,2,1,5,0,1,0
259.12,141,8,2,0,1,0,0,0
1772.35,65,8,2,0,1,0,1,0
4372.96,203,5,1,0,2,0,1,0
3890.65,224,5,2,1,1,0,1,0
2230.39,202,3,2,1,1,1,1,0
2076.72,527,9,0,0,5,1,1,0
5988.66,82,4,5,0,2,0,1,0
1528.56,7,5,3,1,0,0,1,0
2092.53,430,5,1,0,1,0,1,0
795.7,31,0,1,0,2,0,1,0
280.89,215,6,0,0,3,0,1,0
553.44,371,10,0,0,2,0,1,0
1086.63,66,5,1,1,4,0,1,0
1165.36,319,3,0,0,3,0,1,0
7527.26,72,6,0,0,3,1,1,0
1189.49,284,8,3,0,2,0,1,0
3564.73,13,8,3,0,5,0,1,0
709.76,191,6,0,0,1,1,1,0
802.98,203,4,0,0,2,0,1,0
290.32,121,5,2,0,3,0,1,0
522.0,209,2,0,1,1,0,1,0
1857.49,461,5,2,0,4,0,1,0
1104.96,238,9,0,0,1,0,1,0
2815.62,585,4,0,0,3,0,1,0
1314.56,107,7,0,0,1,0,1,0
770.89,135,3,0,1,4,0,1,0
9398.42,55,6,1,1,3,0,1,0
998.34,763,2,2,1,1,0,1,0
3508.7,10,3,2,1,1,0,0,0
734.21,79,4,1,0,2,0,1,0
2229.65,63,7,1,0,2,0,1,0
2773.92,87,3,2,0,1,0,1,0
1350.85,449,1,1,0,4,0,1,0
104.12,82,8,1,0,3,0,1,0
1116.83,447,4,2,0,3,0,0,0
3753.56,99,8,4,0,1,0,1,0
1858.42,347,5,0,1,4,0,1,0
1712.72,132,1,1,0,2,1,1,0
195.93,67,8,0,1,3,0,1,0
533.55,107,4,2,0,2,0,1,0
1654.67,99,4,2,0,1,0,1,0
1653.06,54,6,0,0,1,0,1,0
3694.74,61,7,0,0,3,1,0,0
948.74,37,3,0,1,3,0,1,0
1645.54,73,11,1,1,1,0,1,0
1114.74,176,11,0,0,3,0,1,0
408.73,87,8,0,0,2,0,1,0
114.92,224,3,0,0,1,0,1,0
1687.51,781,5,2,0,0,0,1,0
1304.99,85,2,1,1,1,0,1,0
591.01,111,3,1,1,1,0,1,0
217.2,32,8,0,0,0,0,1,0
2058.51,89,5,0,0,1,1,1,0
840.57,233,4,1,0,0,0,1,0
1913.85,44,7,2,0,1,0,1,0
7073.06,36,8,1,0,1,0,1,0
128.84,84,8,0,0,1,0,1,0
544.79,307,4,0,0,2,0,1,0
889.47,175,9,0,0,4,1,1,0
4697.69,568,3,1,0,4,0,1,0
213.49,422,5,1,0,1,0,1,0
7599.68,29,5,1,0,1,0,1,0
1256.21,7,5,0,0,2,0,1,0
996.25,91,1,1,0,2,0,1,0
899.59,132,1,2,0,0,0,0,0
708.92,130,1,1,0,1,0,1,0
3127.9,25,6,3,0,2,0,1,0
376.71,23,3,1,0,0,0,1,0
1549.08,8,6,1,0,0,0,1,0
746.82,342,5,0,1,3,0,1,0
511.77,531,9,1,0,0,0,1,0
14559.15,22,8,0,1,1,0,1,0
1667.45,43,3,0,0,3,0,1,0
2024.88,16,4,2,0,0,0,1,0
3421.3,377,8,1,1,2,0,1,0
264.71,573,12,0,1,0,0,1,0
6325.17,54,9,1,0,3,0,0,0
89.21,65,3,1,0,1,0,1,0
508.38,81,8,1,0,6,1,1,0
692.96,125,5,0,0,0,0,1,0
1962.01,206,6,1,0,3,0,1,0
1364.74,126,4,1,0,4,0,1,0
928.14,542,8,1,1,2,0,1,0
1083.56,18,6,0,1,1,0,1,0
412.39,288,3,2,1,1,0,1,0
245.37,73,5,0,1,1,1,1,0
2267.68,85,4,0,0,3,0,1,0
2194.49,222,6,0,0,1,0,1,0
5348.09,477,3,0,0,0,0,1,0
497.69,226,7,3,0,1,1,1,0
2192.54,269,8,3,0,2,0,1,0
825.75,250,3,1,0,1,1,1,0
3606.43,69,1,0,0,3,0,1,1
3047.15,254,7,4,0,1,0,1,0
1354.53,276,2,2,0,2,0,1,0
780.92,137,6,2,0,1,0,1,0
2866.74,138,3,1,0,2,1,1,0
2094.15,256,4,0,1,2,0,1,0
553.11,305,4,1,0,2,0,1,0
290.67,74,2,2,0,1,0,0,0
821.78,291,3,2,0,2,0,1,0
4991.11,302,6,4,1,3,0,0,0
3451.23,48,1,2,0,3,0,1,0
360.57,227,5,0,0,2,0,1,0
341.12,37,5,1,0,0,0,0,0
3923.28,17,5,1,1,1,0,1,0
352.26,153,4,0,0,2,0,0,0
1824.93,430,5,1,0,3,0,1,0
592.25,6,4,3,0,1,0,1,0
5525.04,315,1,1,0,3,1,1,0
507.54,127,1,1,1,1,0,1,0
3440.46,355,3,2,0,1,0,1,0
1319.3,333,3,0,0,1,0,1,0
1411.2,374,7,0,0,5,0,1,0
152.89,263,4,1,1,2,0,1,0
121.16,333,6,1,0,2,0,1,0
879.57,34,6,0,0,3,0,0,0
1403.75,65,7,0,0,2,0,1,0
355.95,49,4,0,0,2,1,1,0
369.19,244,4,1,0,0,0,1,0
1922.67,30,5,1,0,5,0,1,0
1925.33,36,2,1,0,2,0,1,0
955.52,380,2,0,0,1,0,1,0
2392.76,220,3,1,1,1,0,1,0
338.93,374,2,2,0,3,1,1,0
768.21,27,4,1,0,1,0,1,0
5698.04,91,8,2,0,3,1,1,0
1174.18,59,8,2,1,2,0,1,0
1244.28,1,5,0,0,2,0,1,0
11003.26,60,3,1,0,3,0,1,0
270.6,85,5,1,0,2,0,0,0
2431.91,17,3,0,0,1,0,1,0
5790.57,150,5,0,0,2,0,1,0
792.46,86,3,0,0,0,0,1,0
2590.56,8,10,3,0,1,0,1,0
410.75,219,5,1,1,1,0,1,0
551.85,235,8,0,1,4,0,1,0
1611.57,323,2,0,0,1,0,1,0
2437.11,119,3,0,1,0,0,1,0
3364.17,623,7,2,1,2,0,0,0
5269.17,441,6,2,0,7,0,1,0
1025.11,144,4,0,0,4,0,1,0
3617.77,105,4,0,0,3,0,1,0
778.75,1,8,3,0,3,0,1,0
2702.93,223,7,1,0,2,0,1,0
1349.5,149,3,1,0,1,0,1,0
1712.45,499,6,4,0,0,0,1,0
1674.9,162,2,3,0,1,1,1,0
220.37,889,1,3,0,4,1,1,1
356.34,346,9,0,0,3,0,1,0
1215.05,552,4,1,0,1,0,1,0
202.9,71,6,2,1,1,0,1,0
2517.98,29,13,0,1,3,0,1,0
2621.64,286,5,3,0,1,0,1,0
1521.07,277,6,0,0,1,0,1,0
357.4,42,6,2,1,4,0,1,0
4359.61,260,5,0,0,1,0,0,0
8410.28,156,6,0,0,3,0,1,0
1270.39,20,5,2,0,2,0,0,0
1827.19,125,5,1,0,0,0,1,0
1341.76,481,4,0,0,1,0,1,0
1863.79,127,4,3,0,3,0,1,0
973.06,279,1,1,1,2,0,1,0
1059.38,5,6,2,0,2,0,1,0
2712.75,234,4,0,0,3,1,1,0
11448.62,528,3,0,1,1,0,1,0
270.41,124,5,2,0,1,0,1,0
988.5,74,1,0,0,1,0,1,0
336.82,187,9,1,0,3,0,0,0
5388.51,446,5,1,1,1,0,1,0
609.27,35,5,1,0,2,0,1,0
258.99,93,4,1,0,1,0,1,0
2075.98,30,7,0,0,1,0,0,0
6274.89,123,8,1,0,3,0,1,0
2129.4,139,5,3,0,1,0,1,0
1345.87,519,7,1,0,1,0,1,0
1651.01,95,2,0,0,2,0,1,0
4513.56,150,6,1,0,1,0,0,0
457.51,389,3,0,0,0,1,1,0
980.59,69,1,1,0,0,0,1,0
697.37,201,1,1,0,1,0,1,0
341.09,254,1,0,0,2,0,1,0
789.68,72,3,2,0,1,1,1,0
3320.0,32,1,0,1,1,0,1,0
1932.56,125,5,0,1,1,0,0,0
2088.73,79,5,2,0,2,0,1,0
1269.62,55,5,2,0,2,0,0,0
1850.71,652,3,0,0,2,0,1,0
492.46,125,2,0,0,0,0,1,0
804.72,349,6,0,0,2,0,1,0
1328.76,39,6,0,0,1,1,1,0
1447.39,504,7,0,1,3,1,1,1
1510.49,284,8,1,0,1,0,1,0
954.96,297,5,2,1,3,0,1,0
751.88,88,2,0,0,0,0,1,0
25790.75,119,3,2,0,1,0,1,0
2715.65,161,4,0,0,4,0,1,0
1657.64,280,6,2,0,4,0,1,0
868.52,340,4,1,0,1,1,0,0
698.39,14,11,0,0,1,0,1,0
962.18,421,0,1,1,1,0,1,0
1469.72,499,5,1,0,3,0,1,0
167.26,161,6,0,0,2,1,1,0
228.29,37,4,1,1,1,0,1,0
580.05,307,3,1,0,4,0,1,0
1349.03,143,4,1,0,2,0,1,0
863.27,305,1,1,0,1,0,1,0
4808.41,303,6,0,1,2,0,1,0
249.04,16,2,0,0,1,0,0,0
517.32,168,4,2,0,1,0,1,0
5014.51,118,3,2,0,3,0,1,0
1250.28,525,7,2,0,3,0,1,0
2656.71,63,4,3,0,1,0,1,0
8529.17,41,4,4,0,3,0,1,0
547.96,409,6,2,0,2,0,0,0
992.96,28,3,1,0,3,0,1,0
835.12,208,6,1,0,0,0,1,0
155.31,64,2,2,0,2,0,1,0
804.0,151,4,0,0,0,0,1,0
2646.68,172,4,0,0,5,1,1,0
1882.94,97,5,2,0,1,0,1,0
2036.69,663,7,0,0,1,0,1,0
753.32,25,4,1,0,3,0,1,0
569.01,89,6,2,0,2,0,1,0
3902.04,101,5,2,0,2,0,1,0
666.93,179,5,4,0,1,0,1,0
1471.57,94,3,1,0,2,0,1,0
1291.21,18,4,0,1,4,1,1,0
4730.17,530,4,1,0,3,0,1,0
2896.95,96,5,0,0,3,0,1,0
300.29,75,6,2,0,3,0,1,0
334.44,106,4,0,0,1,0,1,0
1956.49,43,5,0,0,4,0,1,0
1028.3,19,8,1,0,0,0,1,0
695.64,28,4,3,0,1,1,1,0
3027.91,32,7,0,0,1,0,1,0
1322.74,39,5,2,1,0,0,1,0
1155.7,98,5,2,0,3,0,0,0
2391.86,176,3,1,0,2,0,1,0
753.62,178,3,1,0,3,0,1,0
5263.33,1,5,1,1,2,0,1,0
498.67,456,8,0,0,2,0,0,0
2115.25,311,9,3,0,3,0,1,0
4600.1,598,4,0,0,3,0,0,0
276.64,80,2,1,0,2,0,1,0
777.95,196,3,0,0,2,0,1,0
3436.5,33,3,0,0,2,0,0,0
3488.56,305,4,0,0,3,0,1,0
923.81,31,6,2,0,0,0,1,0
526.01,71,6,1,0,3,1,1,0
2852.46,121,8,1,1,1,0,1,0
3581.54,162,6,1,0,0,1,1,0
342.18,147,7,1,0,0,0,1,0
329.01,19,2,1,0,2,0,1,0
1373.69,98,5,0,0,2,0,1,0
2057.73,461,4,0,0,2,0,1,0
813.16,370,3,1,1,1,1,1,0
2163.09,160,3,1,0,0,0,1,0
539.08,152,1,1,1,3,0,1,0
132.33,21,1,1,0,2,0,0,0
717.73,40,3,0,0,1,0,1,0
1168.21,52,10,0,1,0,0,0,0
832.27,120,3,2,0,0,1,1,0
344.26,236,7,3,0,2,0,1,0
178.46,111,9,1,1,0,0,1,0
655.84,24,5,0,0,2,0,1,0
2690.97,104,6,0,0,3,0,1,0
3851.42,31,3,2,1,0,0,1,1
3596.49,250,6,1,0,3,0,1,0
484.97,32,3,0,1,0,0,1,0
345.95,118,6,4,0,1,0,1,1
1801.97,212,10,1,0,2,0,1,0
2069.58,46,7,1,0,3,0,1,0
1636.26,14,6,2,1,0,0,1,0
146.34,149,7,0,0,3,0,0,0
460.87,10,4,1,1,3,0,1,0
1064.55,159,9,0,1,2,0,1,0
1785.08,252,9,1,0,0,0,0,0
2362.1,71,4,1,0,1,0,1,0
1266.81,120,3,3,1,2,0,1,1
1526.58,475,3,0,0,1,0,1,0
1193.76,114,1,4,0,2,0,1,0
2176.82,1020,2,0,0,3,0,1,0
1499.47,30,4,0,1,1,0,1,0
1171.15,222,3,0,0,4,0,1,0
838.51,190,6,1,1,3,0,1,0
1189.5,370,7,1,0,3,0,1,0
1780.4,17,4,1,0,2,0,1,0
1432.93,59,2,1,0,4,0,1,0
1604.92,25,4,2,0,0,0,1,0
4199.5,486,3,1,0,1,0,1,0
1429.62,100,3,0,0,6,0,1,0
573.07,433,5,1,0,2,0,1,0
2653.43,62,4,2,0,2,0,1,0
279.72,24,4,2,0,1,0,1,0
371.89,63,3,1,0,1,1,1,0
1534.33,163,6,1,0,5,0,1,0
1837.93,335,4,0,0,2,1,1,0
315.75,87,4,1,1,0,0,1,0
747.84,443,4,1,0,4,0,1,0
598.19,50,6,1,0,0,0,1,0
674.06,212,7,1,0,1,0,1,0
2817.48,239,7,1,0,2,0,1,0
2222.76,57,9,0,1,3,0,1,0
1075.86,4,1,0,1,2,0,1,0
635.26,81,4,1,0,5,0,1,0
284.39,8,1,1,0,1,0,1,0
4537.74,415,5,0,0,1,1,1,0
1982.5,552,4,1,0,1,0,1,0
540.95,239,5,0,0,3,0,1,0
2252.06,233,5,0,0,1,0,1,0
1022.27,49,3,1,0,1,0,1,0
822.95,13,5,1,0,0,0,1,0
1694.62,291,3,2,0,2,0,1,0
522.44,147,8,0,0,1,0,0,0
777.62,206,6,1,0,3,0,0,0
1238.26,272,6,0,0,3,0,1,0
665.51,94,5,0,1,5,0,0,0
2141.12,28,6,1,0,2,0,1,0
7108.64,285,5,1,0,0,0,1,0
515.79,108,1,1,1,2,0,1,0
207.45,315,2,2,0,1,0,1,0
148.16,103,5,0,0,3,0,1,0
943.44,44,8,0,0,3,0,1,0
565.01,33,7,0,0,2,0,0,0
1350.0,245,3,1,0,1,0,1,0
1252.13,153,12,2,0,0,0,1,0
220.7,93,6,0,0,4,0,1,0
178.59,121,6,3,0,2,0,0,0
1474.29,143,4,3,1,2,1,1,1
1255.68,49,3,1,0,0,0,1,0
716.36,85,5,1,0,2,0,1,0
209.11,62,4,2,0,4,0,1,0
1757.05,88,4,0,0,0,1,1,0
3912.37,124,4,0,0,1,0,1,0
1448.06,34,8,0,0,1,0,1,0
469.9,90,5,1,0,1,0,1,0
1146.6,87,5,0,0,1,1,1,0
279.75,60,4,0,0,3,0,1,0
3158.84,1169,1,0,0,3,1,1,1
1190.16,13,3,1,0,2,0,1,0
187.14,185,4,2,0,1,0,1,0
811.86,34,12,0,0,4,0,1,0
1742.89,329,4,3,1,2,0,1,0
786.0,442,7,0,0,3,0,1,0
832.23,92,4,1,0,2,0,1,0
322.34,312,5,3,0,1,0,1,0
